id,IATA,en-GB,latitude,longitude,vibes
95673819,CAW,Campos,-21.75,-41.3,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129056322,CAX,Carlisle,54.936667,-2.809444,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
99539672,CAY,Cayenne,4.816667,-52.366667,"{""safety"": 1, ""weather"": 1}"
128667311,CAZ,Cobar,-31.535,145.793333,"{""safety"": 1, ""weather"": 1}"
129054758,CBA,Corner Bay,57.716667,-135.2,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
95673568,CBB,Cochabamba,-17.428333,-66.171667,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129057881,CBC,Cherrabun,-18.916667,125.55,"{""weather"": 1, ""safety"": 1}"
129053747,CBD,Car Nicobar,9.15,92.816667,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129057358,CBE,Cumberland,39.614444,-78.766111,"{""safety"": 1, ""weather"": 1}"
129053180,CBF,Council Bluffs,41.259598,-95.76117,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128668108,CBH,Bechar,31.647778,-2.259722,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668361,CBI,Cape Barren Island,-40.333333,148.166667,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129056775,CBJ,Cabo Rojo,17.933333,-71.65,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129054894,CBK,Colby,39.4,-101.05,"{""weather"": 1, ""safety"": 1}"
128668362,CBL,Ciudad Bolivar,8.128056,-63.5375,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129055491,CBM,Columbus AFB,33.64383,-88.44383,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129053182,CBN,Cirebon,-6.75,108.533333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668160,CBO,Cotabato,7.164512,124.209967,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129056393,CBP,Coimbra,40.2,-8.416667,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128668024,CBQ,Calabar,4.963611,8.342778,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95673866,CBR,Canberra,-35.308889,149.195,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128667295,CBS,Cabimas,10.383333,-71.416667,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128668363,CBT,Catumbela,-12.483333,13.483333,"{""weather"": 1, ""safety"": 1}"
129052569,CBU,Cottbus,51.88333,14.53333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129056321,CBV,Coban,15.471667,-90.409167,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129054757,CBW,Campo Mourao,-24.001944,-52.356389,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129057880,CBX,Condobolin,-33.866667,148.25,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129053746,CBY,Canobie,-19.478611,140.926111,"{""safety"": 1, ""weather"": 1}"
129057357,CBZ,Cabin Creek,55.383333,-132.416667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
154088931,CCA,Chimore,-16.98975,-65.1415,"{""safety"": 1, ""weather"": 1}"
129056714,CCB,Upland Cable,34.113889,-117.688889,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128668364,CCC,Jardines del Rey,22.46286386070939,-78.32898831796597,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129054893,CCD,Los Angeles Century City,34.066667,-118.266667,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
213521033,CCE,Capital International,30.075833,31.833333,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128667310,CCF,Carcassonne,43.2167,2.3167,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129053181,CCG,Crane,31.4,-102.35,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129056392,CCH,Chile Chico,-46.55,-71.7,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129052568,CCI,Concordia,-27.181389,-52.050556,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128668365,CCJ,Kozhikode,11.133333,75.95,"{""weather"": 1, ""safety"": 1}"
128668107,CCK,Cocos Islands,-12.187036323245437,96.82994047514003,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129056320,CCL,Chinchilla,-26.75,150.633333,"{""weather"": 1, ""safety"": 1}"
95674090,CCM,Criciuma,-28.72444,-49.42139,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129053058,CCN,Chakcharan,34.533333,65.266667,"{""weather"": 1, ""safety"": 1}"
129054756,CCO,Carimagua,4.566667,-71.333333,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
95673956,CCP,Concepcion,-36.768333,-73.06,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129057879,CCQ,Cachoeira,-12.6,-38.966667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129053745,CCR,Concord,37.988889,-122.055556,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
95673431,CCS,Caracas,10.606389,-66.989167,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129057356,CCT,Colonia Catriel,-39.5,-68.916667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
128668366,CCU,Kolkata,22.6525,88.449167,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128668453,CCV,Craig Cove,-16.265018674897448,167.9245350647545,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129052921,CCW,Cowell,-33.633333,136.833333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129056713,CCX,Caceres,-16.066667,-57.7,"{""weather"": 1, ""safety"": 1}"
129054892,CCY,Charles City,43.07247,-92.61074,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129055673,CCZ,Chub Cay,25.4175,-77.881389,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129055489,CDA,Cooinda,-12.905278,132.5225,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128668367,CDB,Cold Bay,55.199722,-162.719722,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128668157,CDC,Cedar City,37.701479,-113.097382,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129056319,CDD,Cauquira,15.322222,-83.602778,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
154088927,CDE,Puning,41.1225,118.073889,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129057878,CDF,Cortina D'Ampezzo Fiames,46.533333,12.133333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95565041,CDG,Paris Charles de Gaulle,49.0096176,2.5481698,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129052567,CDH,Camden,33.62261,-92.76322,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129053744,CDI,Cachoeiro Itapemirim,-20.836111,-41.186944,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129056391,CDJ,Conceicao Do Araguaia,-8.233333,-49.283333,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129057355,CDK,Cedar Key,29.13775,-83.04957,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129052920,CDL,Candle,65.908056,-161.938333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129056712,CDN,Camden,34.266667,-80.6,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129054891,CDO,Cradock,-32.133333,25.6,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129055488,CDP,Kadapa,14.516667,78.783333,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129053179,CDQ,Croydon,-18.3,142.25,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668023,CDR,Chadron,42.835192,-103.097076,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129056390,CDS,Childress,34.433142,-100.284319,"{""weather"": 1, ""safety"": 1}"
133170119,CDT,Castellon de la Plana,40.213889,0.073333,"{""weather"": 1, ""safety"": 1}"
129052566,CDU,Camden,-34.040278,150.687222,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128667294,CDV,Cordova Mudhole Smith,60.493056,-145.47,"{""safety"": 1, ""weather"": 1}"
129056318,CDW,Caldwell,40.833333,-74.266667,"{""safety"": 1, ""weather"": 1}"
129054754,CDY,Cagayan De Sulu,7.0,118.466667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129053743,CEA,Wichita Cessna Aircraft Field,37.7,-97.333333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
95673597,CEB,Mactan-Cebu International,10.307222,123.978889,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""1"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""1"", ""safety"": 1, ""weather"": 1}"
128668368,CEC,Crescent City,41.78,-124.235833,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
128668167,CED,Ceduna,-32.131667,133.705835,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128668369,CEE,Cherepovets,59.274828,38.017502,"{""safety"": 1, ""weather"": 1}"
129057354,CEF,Chicopee,42.19903,-72.53871,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129055652,CEG,Chester,53.178056,-2.977778,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129052749,CEH,Chelinda,-10.55,33.8,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95674276,CEI,Chiang Rai,19.9525,99.883056,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""1"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129052919,CEJ,Chernihiv,51.5,31.3,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
114116023,CEK,Chelyabinsk,55.3,61.5,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
216766838,CEL,Canela,-29.364750279690583,-50.82737556925459,"{""safety"": 1, ""weather"": 1}"
129055561,CEM,Central,65.574722,-144.781944,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128667309,CEN,Ciudad Obregon,27.391944,-109.839167,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129054890,CEO,Waco Kungo,9.308333,124.730556,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129055487,CEP,Concepcion,-16.233333,-62.083333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129053178,CEQ,Cannes Mandelieu,43.541944,6.953611,"{""weather"": 1, ""safety"": 1}"
129056389,CES,Cessnock,-32.833333,151.35,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129052565,CET,Cholet Le Pontrea,47.081944,-0.876944,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129056317,CEU,Clemson,34.67177,-82.88626,"{""weather"": 1, ""safety"": 1}"
129054753,CEV,Connersville,39.65,-85.133333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129057876,CEW,Crestview,30.7788,-86.5219,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129053742,CEX,Chena Hot Springs,65.05,-146.166667,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129057353,CEY,Murray,36.616667,-88.316667,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128668370,CEZ,Cortez,37.302733,-108.628006,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129056710,CFA,Coffee Point,58.216667,-157.5,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
95673778,CFB,Cabo Frio,-22.925,-42.078611,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129053057,CFC,Cacador,-26.790556,-50.941389,"{""weather"": 1, ""safety"": 1}"
129053175,CFD,Bryan,30.71658,-96.33246,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
95674073,CFE,Clermont-Ferrand,45.785833,3.1675,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129054889,CFF,Cafunfo,-8.766667,18.0,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128668106,CFG,Cienfuegos,22.15,-80.414167,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129055486,CFH,Clifton Hills,-27.0,139.0,"{""safety"": 1, ""weather"": 1}"
129053177,CFI,Camfield,-17.033333,131.283333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128667526,CFK,Chlef,36.212222,1.331667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668452,CFN,Donegal,55.041667,-8.340278,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129056388,CFO,Confreza,-10.633333,-51.566667,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129052564,CFP,Carpentaria Downs,-18.783333,144.35,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129055857,CFQ,Creston,49.036944,-116.498333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128668371,CFR,Caen,49.173333,-0.448056,"{""safety"": 1, ""weather"": 1}"
95674322,CFS,Coffs Harbour,-30.321667,153.120833,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129054752,CFT,Clifton,32.956944,-109.211111,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95674252,CFU,Corfu,39.601389,19.910278,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""1"", ""safety"": 1, ""weather"": 1}"
129057875,CFV,Coffeyville,37.09535,-95.57414,"{""weather"": 1, ""safety"": 1}"
128668156,CGA,Craig,55.479167,-133.146111,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
95673729,CGB,Cuiaba,-15.65,-56.116667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129053741,CGC,Cape Gloucester,-5.459167,148.515833,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
128668022,CGD,Changde,29.066667,111.583333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129057352,CGE,Cambridge,38.539522,-76.030347,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129052917,CGF,Cleveland Cuyahoga County,41.5525,-81.483889,"{""safety"": 1, ""weather"": 1}"
129056709,CGG,Casiguran,16.083333,122.016667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
95673330,CGH,Sao Paulo Congonhas,-23.625,-46.66,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128668372,CGI,Cape Girardeau,37.223611,-89.571667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129054888,CGJ,Chingola,-12.516667,27.883333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
95673340,CGK,Soekarno-Hatta,-6.116667,106.65,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129054975,CGM,Camiguin,9.25147584049786,124.70448271707444,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
95673544,CGN,Cologne,50.866943,7.1411809,"{""weather"": 1, ""safety"": 1}"
128668166,CGO,Zhengzhou,34.51967,113.84089,"{""safety"": 1, ""weather"": 1}"
128667293,CGP,Chittagong,22.2575,91.825556,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
128667308,CGQ,Changchun,43.99621,125.68536,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
95673623,CGR,Campo Grande,-20.463333,-54.6725,"{""safety"": 1, ""weather"": 1}"
129055485,CGS,College Park,38.98067,-76.92247,"{""safety"": 1, ""weather"": 1}"
129053176,CGT,Chinguitti,20.45,-12.366667,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129056387,CGU,Ciudad Guayana,8.305,-62.734444,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129052563,CGV,Caiguna,-32.266667,125.466667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
218378485,CGX,Chunga Airfield,-15.05387641367924,25.986966942647083,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
95673785,CGY,Cagayan De Oro,8.416111,124.610556,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129054751,CGZ,Casa Grande,32.955,-111.766944,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95674100,CHA,Chattanooga,35.036389,-85.203611,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129053740,CHB,Chilas,35.416667,74.083333,"{""weather"": 1, ""safety"": 1}"
95673841,CHC,Christchurch,-43.488333,172.533333,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129052916,CHD,Chandler Williams AFB,33.3,-111.916667,"{""safety"": 1, ""weather"": 1}"
129056708,CHF,Jinhae,35.1375,128.697778,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
128668374,CHG,Chaoyang,41.5381,120.435,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129054887,CHH,Chachapoyas,-6.216667,-77.85,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""1"", ""safety"": 1, ""weather"": 1}"
129055484,CHJ,Chipinge,-20.2,32.65,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129052562,CHK,Chickasha,35.09618,-97.96643,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129055855,CHL,Challis,44.5,-114.250001,"{""weather"": 1, ""safety"": 1}"
129054750,CHM,Chimbote,-9.150556,-78.531111,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129055532,CHN,Jeonju,37.016944,127.933333,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
95674048,CHO,Charlottesville,38.141389,-78.453056,"{""safety"": 1, ""weather"": 1}"
129053739,CHP,Circle Hot Springs,65.466667,-144.583333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95674143,CHQ,Crete Chania,35.5325,24.148333,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""1"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129057350,CHR,Chateauroux,46.862222,1.730556,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
95674227,CHS,Charleston,32.899167,-80.038889,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""1"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
114125350,CHT,Tuuta,-43.81373831646648,-176.47101024002592,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668105,CHU,Chuathbaluk,61.579166,-159.21556,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129052915,CHV,Chaves,41.733333,-7.466667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129056707,CHW,Jiuquan,39.85,98.416667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
129055651,CHX,Changuinola,9.458311,-82.515714,"{""safety"": 1, ""weather"": 1}"
128667525,CHY,Choiseul Bay,-6.71104642699854,156.39565692738532,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129057873,CHZ,Chiloquin,42.583333,-121.866667,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
95565062,CIA,Rome Ciampino,41.799444,12.593333,"{""nightlife_and_entertainment"": ""1"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""1"", ""great_food"": ""1"", ""outdoor_adventures"": ""0"", ""safety"": 1, ""weather"": 1}"
129056386,CIB,Catalina Island Ap In The Sky,33.406111,-118.413889,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
95674243,CIC,Chico,39.795833,-121.856667,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95674173,CID,Cedar Rapids,41.884444,-91.706111,"{""weather"": 1, ""safety"": 1}"
129054886,CIE,Collie,-33.366667,116.133333,"{""safety"": 1, ""weather"": 1}"
128668451,CIF,Chifeng,42.23333,118.90944,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129055483,CIG,Craig-Moffat,40.495556,-107.525,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
128668375,CIH,Changzhi,36.183333,113.133333,"{""weather"": 1, ""safety"": 1}"
128668153,CIJ,Cobija,-11.040278,-68.782778,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129055560,CIK,Chalkyitsik,66.648056,-143.729167,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129053174,CIL,Council,64.908333,-163.733333,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129056774,CIM,Cimitarra,6.483333,-74.116667,"{""safety"": 1, ""weather"": 1}"
129052561,CIN,Carroll,42.04693,-94.78998,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
129055854,CIO,Concepcion,-23.434444,-57.418333,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668021,CIP,Chipata,-13.557224,32.586136,"{""weather"": 1, ""safety"": 1}"
129054749,CIQ,Chiquimula,14.85,-89.616667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129057872,CIR,Cairo,37.06422,-89.21924,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
129053738,CIS,Canton Island,-2.76705,-171.71577,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
114143424,CIT,Shimkent,42.3,69.6,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128668454,CIU,Sault Ste Marie Chippewa County,46.250149,-84.470787,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129057349,CIV,Chomley,55.216667,-132.216667,"{""safety"": 1, ""weather"": 1}"
129054984,CIW,Canouan Island,12.699417,-61.342206,"{""weather"": 1, ""safety"": 1}"
95673691,CIX,Chiclayo,-6.789722,-79.832222,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
128667292,CIY,Comiso,36.991667,14.606945,"{""outdoor_adventures"": 1, ""safety"": 1, ""weather"": 1}"
128668376,CIZ,Coari,-4.083333,-63.133333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
95674146,CJA,Cajamarca,-7.13918,-78.4894,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95673549,CJB,Coimbatore,11.028333,77.043333,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128668165,CJC,Calama,-22.487222,-68.916667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
129052914,CJD,Candilejas,1.333333,-74.266667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
152712072,CJF,Coondewanna,-22.966666,118.813333,"{""safety"": 1, ""weather"": 1}"
129056706,CJH,Chilko Lake,51.333333,-124.083333,"{""weather"": 1, ""safety"": 1}"
128668377,CJJ,Cheongju,36.716667,127.506667,"{""great_food"": 1, ""safety"": 1, ""weather"": 1}"
128667307,CJL,Chitral,35.886111,71.794444,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
95674353,CJM,Chumphon,10.709722,99.363889,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
218448430,CJN,Nusawiru,-7.721655257226171,108.488975549033,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128668378,CJS,Ciudad Juarez,31.63599,-106.42902,"{""weather"": 1, ""safety"": 1}"
129052363,CJT,Comitan,16.166667,-92.05,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
128668104,CJU,Jeju,33.505556,126.495,"{""nightlife_and_entertainment"": ""0"", ""underrated_destinations"": ""0"", ""beach"": ""0"", ""art_and_culture"": ""0"", ""great_food"": ""0"", ""outdoor_adventures"": ""1"", ""safety"": 1, ""weather"": 1}"
216765638,CJZ,Cajazeiras,-6.880238043745353,-38.61827188466005,"{""nightlife_and_entertainment"": 1, ""safety"": 1, ""weather"": 1}"
129055853,CKA,Cherokee,36.75,-98.35,"{""beach"": 1, ""safety"": 1, ""weather"": 1}"
128668450,CKB,Clarksburg,39.295556,-80.229444,"{""underrated_destinations"": 1, ""safety"": 1, ""weather"": 1}"
129054748,CKC,Cherkassy,49.416667,32.0,"{""art_and_culture"": 1, ""safety"": 1, ""weather"": 1}"
